season,seasonType,week,poll,rank,school,points
2013,regular,1,Coaches Poll,21,UCLA,202
2013,regular,1,Coaches Poll,22,Northwestern,186
2013,regular,1,Coaches Poll,23,Wisconsin,172
2013,regular,1,Coaches Poll,24,USC,165
2013,regular,1,Coaches Poll,25,Oregon State,135
2013,regular,1,AFCA Division II Coaches Poll,1,Valdosta State,0
2013,regular,1,AFCA Division II Coaches Poll,2,Minnesota State,0
2013,regular,1,AFCA Division II Coaches Poll,3,West Texas A&M,0
2013,regular,1,AFCA Division II Coaches Poll,4,Northwest Missouri State,0
2013,regular,1,AFCA Division II Coaches Poll,5,Winston-Salem,0
2013,regular,1,AFCA Division II Coaches Poll,6,Missouri Western,0
2013,regular,1,AFCA Division II Coaches Poll,7,Shippensburg,0
2013,regular,1,AFCA Division II Coaches Poll,8,Colorado State-Pueblo,0
2013,regular,1,AFCA Division II Coaches Poll,9,Ashland,0
2013,regular,1,AFCA Division II Coaches Poll,10,Indiana (PA),0
2013,regular,1,AFCA Division II Coaches Poll,11,Minnesota-Duluth,0
2013,regular,1,AFCA Division II Coaches Poll,12,New Haven,0
2013,regular,1,AFCA Division II Coaches Poll,13,Henderson State,0
2013,regular,1,AFCA Division II Coaches Poll,14,Grand Valley State,0
2013,regular,1,AFCA Division II Coaches Poll,15,Midwestern State,0
2013,regular,1,AFCA Division II Coaches Poll,16,West Alabama,0
2013,regular,1,AFCA Division II Coaches Poll,17,Carson-Newman,0
2013,regular,1,AFCA Division II Coaches Poll,18,Bloomsburg,0
2013,regular,1,AFCA Division II Coaches Poll,19,Indianapolis,0
2013,regular,1,AFCA Division II Coaches Poll,20,Chadron State,0
2013,regular,1,AFCA Division II Coaches Poll,21,Pittsburg State,0
2013,regular,1,AFCA Division II Coaches Poll,22,Saginaw Valley,0
2013,regular,1,AFCA Division II Coaches Poll,23,Lenoir-Rhyne,0
2013,regular,1,AFCA Division II Coaches Poll,24,Tuskegee,0
2013,regular,1,AFCA Division II Coaches Poll,25,Shepherd,0
2013,regular,2,AP Top 25,1,Alabama,0
2013,regular,2,AP Top 25,2,Oregon,0
2013,regular,2,AP Top 25,3,Ohio State,0
2013,regular,2,AP Top 25,4,Clemson,0
2013,regular,2,AP Top 25,5,Stanford,0
2013,regular,2,AP Top 25,6,South Carolina,0
2013,regular,2,AP Top 25,7,Texas A&M,0
2013,regular,2,AP Top 25,8,Louisville,0
2013,regular,2,AP Top 25,9,LSU,0
2013,regular,2,AP Top 25,10,Florida State,0
2013,regular,2,AP Top 25,11,Georgia,0
2013,regular,2,AP Top 25,12,Florida,0
2013,regular,2,AP Top 25,13,Oklahoma State,0
2013,regular,2,AP Top 25,14,Notre Dame,0
2013,regular,2,AP Top 25,15,Texas,0
2013,regular,2,AP Top 25,16,Oklahoma,0
2013,regular,2,AP Top 25,17,Michigan,0
2013,regular,2,AP Top 25,18,UCLA,0
2013,regular,2,AP Top 25,19,Northwestern,0
2013,regular,2,AP Top 25,20,Washington,0
2013,regular,2,AP Top 25,21,Wisconsin,0
2013,regular,2,AP Top 25,22,Nebraska,0
2013,regular,2,AP Top 25,23,Baylor,0
2013,regular,2,AP Top 25,24,TCU,0
2013,regular,2,AP Top 25,25,USC,0
2013,regular,2,Coaches Poll,1,Alabama,1545
2013,regular,2,Coaches Poll,2,Ohio State,1444
2013,regular,2,Coaches Poll,3,Oregon,1420
2013,regular,2,Coaches Poll,4,Stanford,1292
2013,regular,2,Coaches Poll,5,Clemson,1275
2013,regular,2,Coaches Poll,6,South Carolina,1220
2013,regular,2,Coaches Poll,7,Texas A&M,1181
2013,regular,2,Coaches Poll,8,Louisville,1051
2013,regular,2,Coaches Poll,9,Florida,974
2013,regular,2,Coaches Poll,10,Florida State,946
2013,regular,2,Coaches Poll,11,LSU,926
2013,regular,2,Coaches Poll,12,Georgia,875
2013,regular,2,Coaches Poll,13,Notre Dame,840
2013,regular,2,Coaches Poll,14,Oklahoma State,798
2013,regular,2,Coaches Poll,15,Oklahoma,666
2013,regular,2,Coaches Poll,16,Texas,660
2013,regular,2,Coaches Poll,17,Michigan,623
2013,regular,2,Coaches Poll,18,UCLA,368
2013,regular,2,Coaches Poll,19,Nebraska,357
2013,regular,2,Coaches Poll,20,Northwestern,348
2013,regular,2,Coaches Poll,21,Wisconsin,301
2013,regular,2,Coaches Poll,22,USC,176
2013,regular,2,Coaches Poll,23,Washington,145
2013,regular,2,Coaches Poll,24,TCU,140
2013,regular,2,Coaches Poll,24,Miami,140
2013,regular,3,AP Top 25,1,Alabama,0
2013,regular,3,AP Top 25,2,Oregon,0
2013,regular,3,AP Top 25,3,Clemson,0
2013,regular,3,AP Top 25,4,Ohio State,0
2013,regular,3,AP Top 25,5,Stanford,0
2013,regular,3,AP Top 25,6,Texas A&M,0
2013,regular,3,AP Top 25,7,Louisville,0
2013,regular,3,AP Top 25,8,LSU,0
2013,regular,3,AP Top 25,9,Georgia,0
2013,regular,3,AP Top 25,10,Florida State,0
2013,regular,3,AP Top 25,11,Michigan,0
2013,regular,3,AP Top 25,12,Oklahoma State,0
2013,regular,3,AP Top 25,13,South Carolina,0
2013,regular,3,AP Top 25,14,Oklahoma,0
2013,regular,3,AP Top 25,15,Miami,0
2013,regular,3,AP Top 25,16,UCLA,0
2013,regular,3,AP Top 25,17,Northwestern,0
2013,regular,3,AP Top 25,18,Florida,0
2013,regular,3,AP Top 25,19,Washington,0
2013,regular,3,AP Top 25,20,Wisconsin,0
2013,regular,3,AP Top 25,21,Notre Dame,0
2013,regular,3,AP Top 25,22,Baylor,0
2013,regular,3,AP Top 25,23,Nebraska,0
2013,regular,3,AP Top 25,24,TCU,0
2013,regular,3,AP Top 25,25,Ole Miss,0
2013,regular,3,Coaches Poll,1,Alabama,1545
2013,regular,3,Coaches Poll,2,Oregon,1447
2013,regular,3,Coaches Poll,3,Ohio State,1429
2013,regular,3,Coaches Poll,4,Stanford,1327
2013,regular,3,Coaches Poll,5,Clemson,1307
2013,regular,3,Coaches Poll,6,Texas A&M,1242
2013,regular,3,Coaches Poll,7,Louisville,1121
2013,regular,3,Coaches Poll,8,LSU,1067
2013,regular,3,Coaches Poll,9,Florida State,1040
2013,regular,3,Coaches Poll,10,Georgia,1021
2013,regular,3,Coaches Poll,11,Oklahoma State,866
2013,regular,3,Coaches Poll,12,Michigan,860
2013,regular,3,Coaches Poll,13,Oklahoma,800
2013,regular,3,Coaches Poll,14,South Carolina,788
2013,regular,3,Coaches Poll,15,Nebraska,478
2013,regular,3,Coaches Poll,16,Northwestern,473
2013,regular,3,Coaches Poll,17,UCLA,471
2013,regular,3,Coaches Poll,18,Wisconsin,455
2013,regular,3,Coaches Poll,18,Miami,455
2013,regular,3,Coaches Poll,20,Florida,410
2013,regular,3,Coaches Poll,21,Notre Dame,348
2013,regular,3,Coaches Poll,22,Baylor,297
2013,regular,3,Coaches Poll,23,Washington,253
2013,regular,3,Coaches Poll,24,TCU,195
2013,regular,3,Coaches Poll,25,Ole Miss,91
2013,regular,3,AFCA Division II Coaches Poll,1,Valdosta State,0
2013,regular,3,AFCA Division II Coaches Poll,2,Minnesota State,0
2013,regular,3,AFCA Division II Coaches Poll,3,Northwest Missouri State,0
2013,regular,3,AFCA Division II Coaches Poll,4,West Texas A&M,0
2013,regular,3,AFCA Division II Coaches Poll,5,Colorado State-Pueblo,0
2013,regular,3,AFCA Division II Coaches Poll,6,Missouri Western,0
2013,regular,3,AFCA Division II Coaches Poll,7,Minnesota-Duluth,0
2013,regular,3,AFCA Division II Coaches Poll,8,Indiana (PA),0
2013,regular,3,AFCA Division II Coaches Poll,9,Henderson State,0
2013,regular,3,AFCA Division II Coaches Poll,10,Grand Valley State,0
2013,regular,3,AFCA Division II Coaches Poll,11,Carson-Newman,0
2013,regular,3,AFCA Division II Coaches Poll,12,West Alabama,0
2013,regular,3,AFCA Division II Coaches Poll,13,Midwestern State,0
2013,regular,3,AFCA Division II Coaches Poll,14,Indianapolis,0
2013,regular,3,AFCA Division II Coaches Poll,15,Bloomsburg,0
2013,regular,3,AFCA Division II Coaches Poll,16,Pittsburg State,0
2013,regular,3,AFCA Division II Coaches Poll,17,Shepherd,0
2013,regular,3,AFCA Division II Coaches Poll,18,Chadron State,0
2013,regular,3,AFCA Division II Coaches Poll,19,Tuskegee,0
2013,regular,3,AFCA Division II Coaches Poll,20,Winston-Salem,0
2013,regular,3,AFCA Division II Coaches Poll,21,Ashland,0
2013,regular,3,AFCA Division II Coaches Poll,22,North Alabama,0
2013,regular,3,AFCA Division II Coaches Poll,23,West Chester,0
2013,regular,3,AFCA Division II Coaches Poll,23,UNC Pembroke,0
2013,regular,3,AFCA Division II Coaches Poll,25,Delta State,0
2013,regular,4,AP Top 25,1,Alabama,0
2013,regular,4,AP Top 25,2,Oregon,0
2013,regular,4,AP Top 25,3,Clemson,0
2013,regular,4,AP Top 25,4,Ohio State,0
2013,regular,4,AP Top 25,5,Stanford,0
2013,regular,4,AP Top 25,6,LSU,0
2013,regular,4,AP Top 25,7,Louisville,0
2013,regular,4,AP Top 25,8,Florida State,0
2013,regular,4,AP Top 25,9,Georgia,0
2013,regular,4,AP Top 25,10,Texas A&M,0
2013,regular,4,AP Top 25,11,Oklahoma State,0
2013,regular,4,AP Top 25,12,South Carolina,0
2013,regular,4,AP Top 25,13,UCLA,0
2013,regular,4,AP Top 25,14,Oklahoma,0
2013,regular,4,AP Top 25,15,Michigan,0
2013,regular,4,AP Top 25,16,Miami,0
2013,regular,4,AP Top 25,17,Washington,0
2013,regular,4,AP Top 25,18,Northwestern,0
2013,regular,4,AP Top 25,19,Florida,0
2013,regular,4,AP Top 25,20,Baylor,0
2013,regular,4,AP Top 25,21,Ole Miss,0
2013,regular,4,AP Top 25,22,Notre Dame,0
2013,regular,4,AP Top 25,23,Arizona State,0
2013,regular,4,AP Top 25,24,Wisconsin,0
2013,regular,4,AP Top 25,25,Texas Tech,0
2013,regular,4,Coaches Poll,1,Alabama,1549
2013,regular,4,Coaches Poll,2,Oregon,1477
2013,regular,4,Coaches Poll,3,Ohio State,1398
2013,regular,4,Coaches Poll,4,Clemson,1331
2013,regular,4,Coaches Poll,5,Stanford,1314
2013,regular,4,Coaches Poll,6,Louisville,1128
2013,regular,4,Coaches Poll,7,LSU,1121
2013,regular,4,Coaches Poll,8,Florida State,1113
2013,regular,4,Coaches Poll,9,Texas A&M,1033
2013,regular,4,Coaches Poll,10,Georgia,1022
2013,regular,4,Coaches Poll,11,Oklahoma State,908
2013,regular,4,Coaches Poll,12,Oklahoma,839
2013,regular,4,Coaches Poll,13,South Carolina,811
2013,regular,4,Coaches Poll,14,Michigan,743
2013,regular,4,Coaches Poll,15,UCLA,699
2013,regular,4,Coaches Poll,16,Northwestern,582
2013,regular,4,Coaches Poll,17,Miami,559
2013,regular,4,Coaches Poll,18,Florida,398
2013,regular,4,Coaches Poll,19,Baylor,375
2013,regular,4,Coaches Poll,20,Washington,361
2013,regular,4,Coaches Poll,21,Notre Dame,331
2013,regular,4,Coaches Poll,22,Ole Miss,303
2013,regular,4,Coaches Poll,23,Arizona State,176
2013,regular,4,Coaches Poll,24,Michigan State,131
2013,regular,4,Coaches Poll,25,Fresno State,75
2013,regular,4,AFCA Division II Coaches Poll,1,Valdosta State,0
2013,regular,4,AFCA Division II Coaches Poll,2,Minnesota State,0
2013,regular,4,AFCA Division II Coaches Poll,3,Northwest Missouri State,0
2013,regular,4,AFCA Division II Coaches Poll,4,West Texas A&M,0
2013,regular,4,AFCA Division II Coaches Poll,5,Colorado State-Pueblo,0
2013,regular,4,AFCA Division II Coaches Poll,6,Missouri Western,0
2013,regular,4,AFCA Division II Coaches Poll,7,Minnesota-Duluth,0
2013,regular,4,AFCA Division II Coaches Poll,8,Indiana (PA),0
2013,regular,4,AFCA Division II Coaches Poll,9,Henderson State,0
2013,regular,4,AFCA Division II Coaches Poll,10,Grand Valley State,0
2013,regular,4,AFCA Division II Coaches Poll,11,Carson-Newman,0
2013,regular,4,AFCA Division II Coaches Poll,12,Indianapolis,0
2013,regular,4,AFCA Division II Coaches Poll,13,Bloomsburg,0
2013,regular,4,AFCA Division II Coaches Poll,14,Pittsburg State,0
2013,regular,4,AFCA Division II Coaches Poll,15,Shepherd,0
2013,regular,4,AFCA Division II Coaches Poll,16,West Alabama,0
2013,regular,4,AFCA Division II Coaches Poll,17,Tuskegee,0
2013,regular,4,AFCA Division II Coaches Poll,18,UNC Pembroke,0
2013,regular,4,AFCA Division II Coaches Poll,19,Winston-Salem,0
2013,regular,4,AFCA Division II Coaches Poll,20,West Chester,0
2013,regular,4,AFCA Division II Coaches Poll,21,Chadron State,0
2013,regular,4,AFCA Division II Coaches Poll,22,Washburn,0
2013,regular,4,AFCA Division II Coaches Poll,23,St. Cloud State,0
2013,regular,4,AFCA Division II Coaches Poll,24,North Alabama,0
2013,regular,4,AFCA Division II Coaches Poll,25,Midwestern State,0
2013,regular,5,AP Top 25,1,Alabama,0
2013,regular,5,AP Top 25,2,Oregon,0
2013,regular,5,AP Top 25,3,Clemson,0
2013,regular,5,AP Top 25,4,Ohio State,0
2013,regular,5,AP Top 25,5,Stanford,0
2013,regular,5,AP Top 25,6,LSU,0
2013,regular,5,AP Top 25,7,Louisville,0
2013,regular,5,AP Top 25,8,Florida State,0
2013,regular,5,AP Top 25,9,Georgia,0
2013,regular,5,AP Top 25,10,Texas A&M,0
2013,regular,5,AP Top 25,11,Oklahoma State,0
2013,regular,5,AP Top 25,12,South Carolina,0
2013,regular,5,AP Top 25,13,UCLA,0
2013,regular,5,AP Top 25,14,Oklahoma,0
2013,regular,5,AP Top 25,15,Miami,0
2013,regular,5,AP Top 25,16,Washington,0
2013,regular,5,AP Top 25,17,Northwestern,0
2013,regular,5,AP Top 25,18,Michigan,0
2013,regular,5,AP Top 25,19,Baylor,0
2013,regular,5,AP Top 25,20,Florida,0
2013,regular,5,AP Top 25,21,Ole Miss,0
2013,regular,5,AP Top 25,22,Notre Dame,0
2013,regular,5,AP Top 25,23,Wisconsin,0
2013,regular,5,AP Top 25,24,Texas Tech,0
2013,regular,5,AP Top 25,25,Fresno State,0
2013,regular,5,Coaches Poll,1,Alabama,1547
2013,regular,5,Coaches Poll,2,Oregon,1480
2013,regular,5,Coaches Poll,3,Ohio State,1399
2013,regular,5,Coaches Poll,4,Clemson,1332
2013,regular,5,Coaches Poll,5,Stanford,1312
2013,regular,5,Coaches Poll,6,LSU,1161
2013,regular,5,Coaches Poll,7,Louisville,1140
2013,regular,5,Coaches Poll,8,Florida State,1121
2013,regular,5,Coaches Poll,9,Texas A&M,1044
2013,regular,5,Coaches Poll,10,Georgia,1020
2013,regular,5,Coaches Poll,11,Oklahoma State,909
2013,regular,5,Coaches Poll,12,Oklahoma,863
2013,regular,5,Coaches Poll,13,South Carolina,825
2013,regular,5,Coaches Poll,14,UCLA,731
2013,regular,5,Coaches Poll,15,Miami,613
2013,regular,5,Coaches Poll,16,Northwestern,560
2013,regular,5,Coaches Poll,17,Michigan,534
2013,regular,5,Coaches Poll,18,Baylor,465
2013,regular,5,Coaches Poll,19,Florida,449
2013,regular,5,Coaches Poll,20,Washington,427
2013,regular,5,Coaches Poll,21,Ole Miss,331
2013,regular,5,Coaches Poll,22,Notre Dame,317
2013,regular,5,Coaches Poll,23,Fresno State,156
2013,regular,5,Coaches Poll,24,Wisconsin,98
2013,regular,5,Coaches Poll,25,Texas Tech,92
2013,regular,5,AFCA Division II Coaches Poll,1,Valdosta State,0
2013,regular,5,AFCA Division II Coaches Poll,2,Minnesota State,0
2013,regular,5,AFCA Division II Coaches Poll,3,Northwest Missouri State,0
2013,regular,5,AFCA Division II Coaches Poll,4,West Texas A&M,0
2013,regular,5,AFCA Division II Coaches Poll,5,Colorado State-Pueblo,0
2013,regular,5,AFCA Division II Coaches Poll,6,Missouri Western,0
2013,regular,5,AFCA Division II Coaches Poll,7,Indiana (PA),0
2013,regular,5,AFCA Division II Coaches Poll,8,Henderson State,0
2013,regular,5,AFCA Division II Coaches Poll,9,Grand Valley State,0
2013,regular,5,AFCA Division II Coaches Poll,10,Carson-Newman,0
2013,regular,5,AFCA Division II Coaches Poll,11,Bloomsburg,0
2013,regular,5,AFCA Division II Coaches Poll,12,Pittsburg State,0
2013,regular,5,AFCA Division II Coaches Poll,13,Minnesota-Duluth,0
2013,regular,5,AFCA Division II Coaches Poll,14,Shepherd,0
2013,regular,5,AFCA Division II Coaches Poll,15,West Alabama,0
2013,regular,5,AFCA Division II Coaches Poll,16,UNC Pembroke,0
2013,regular,5,AFCA Division II Coaches Poll,17,Winston-Salem,0
2013,regular,5,AFCA Division II Coaches Poll,18,Washburn,0
2013,regular,5,AFCA Division II Coaches Poll,19,West Chester,0
2013,regular,5,AFCA Division II Coaches Poll,20,St. Cloud State,0
2013,regular,5,AFCA Division II Coaches Poll,21,Chadron State,0
2013,regular,5,AFCA Division II Coaches Poll,22,Indianapolis,0
2013,regular,5,AFCA Division II Coaches Poll,23,Midwestern State,0
2013,regular,5,AFCA Division II Coaches Poll,24,Emporia State,0
2013,regular,5,AFCA Division II Coaches Poll,25,Tarleton State,0
2013,regular,6,AP Top 25,1,Alabama,0
2013,regular,6,AP Top 25,2,Oregon,0
2013,regular,6,AP Top 25,3,Clemson,0
2013,regular,6,AP Top 25,4,Ohio State,0
2013,regular,6,AP Top 25,5,Stanford,0
2013,regular,6,AP Top 25,6,Georgia,0
2013,regular,6,AP Top 25,7,Louisville,0
2013,regular,6,AP Top 25,8,Florida State,0
2013,regular,6,AP Top 25,9,Texas A&M,0
2013,regular,6,AP Top 25,10,LSU,0
2013,regular,6,AP Top 25,11,Oklahoma,0
2013,regular,6,AP Top 25,12,UCLA,0
2013,regular,6,AP Top 25,13,South Carolina,0
2013,regular,6,AP Top 25,14,Miami,0
2013,regular,6,AP Top 25,15,Washington,0
2013,regular,6,AP Top 25,16,Northwestern,0
2013,regular,6,AP Top 25,17,Baylor,0
2013,regular,6,AP Top 25,18,Florida,0
2013,regular,6,AP Top 25,19,Michigan,0
2013,regular,6,AP Top 25,20,Texas Tech,0
2013,regular,6,AP Top 25,21,Oklahoma State,0
2013,regular,6,AP Top 25,22,Arizona State,0
2013,regular,6,AP Top 25,23,Fresno State,0
2013,regular,6,AP Top 25,24,Ole Miss,0
2013,regular,6,AP Top 25,25,Maryland,0
2013,regular,6,Coaches Poll,1,Alabama,1544
2013,regular,6,Coaches Poll,2,Oregon,1486
2013,regular,6,Coaches Poll,3,Ohio State,1379
2013,regular,6,Coaches Poll,4,Clemson,1356
2013,regular,6,Coaches Poll,5,Stanford,1327
2013,regular,6,Coaches Poll,6,Florida State,1188
2013,regular,6,Coaches Poll,7,Georgia,1130
2013,regular,6,Coaches Poll,8,Louisville,1105
2013,regular,6,Coaches Poll,9,Texas A&M,1067
2013,regular,6,Coaches Poll,10,Oklahoma,964
2013,regular,6,Coaches Poll,11,LSU,953
2013,regular,6,Coaches Poll,12,South Carolina,833
2013,regular,6,Coaches Poll,13,UCLA,807
2013,regular,6,Coaches Poll,14,Miami,747
2013,regular,6,Coaches Poll,15,Baylor,698
2013,regular,6,Coaches Poll,16,Michigan,591
2013,regular,6,Coaches Poll,17,Florida,574
2013,regular,6,Coaches Poll,18,Northwestern,393
2013,regular,6,Coaches Poll,19,Washington,366
2013,regular,6,Coaches Poll,20,Oklahoma State,350
2013,regular,6,Coaches Poll,21,Texas Tech,336
2013,regular,6,Coaches Poll,22,Fresno State,325
2013,regular,6,Coaches Poll,23,Northern Illinois,169
2013,regular,6,Coaches Poll,24,Nebraska,125
2013,regular,6,Coaches Poll,25,Virginia Tech,97
2013,regular,6,AFCA Division II Coaches Poll,1,Valdosta State,0
2013,regular,6,AFCA Division II Coaches Poll,2,Minnesota State,0
2013,regular,6,AFCA Division II Coaches Poll,3,Northwest Missouri State,0
2013,regular,6,AFCA Division II Coaches Poll,4,West Texas A&M,0
2013,regular,6,AFCA Division II Coaches Poll,5,Colorado State-Pueblo,0
2013,regular,6,AFCA Division II Coaches Poll,6,Missouri Western,0
2013,regular,6,AFCA Division II Coaches Poll,7,Indiana (PA),0
2013,regular,6,AFCA Division II Coaches Poll,8,Henderson State,0
2013,regular,6,AFCA Division II Coaches Poll,9,Bloomsburg,0
2013,regular,6,AFCA Division II Coaches Poll,10,Pittsburg State,0
2013,regular,6,AFCA Division II Coaches Poll,11,Minnesota-Duluth,0
2013,regular,6,AFCA Division II Coaches Poll,12,Shepherd,0
2013,regular,6,AFCA Division II Coaches Poll,13,UNC Pembroke,0
2013,regular,6,AFCA Division II Coaches Poll,14,West Alabama,0
2013,regular,6,AFCA Division II Coaches Poll,15,Washburn,0
2013,regular,6,AFCA Division II Coaches Poll,16,Winston-Salem,0
2013,regular,6,AFCA Division II Coaches Poll,17,West Chester,0
2013,regular,6,AFCA Division II Coaches Poll,18,St. Cloud State,0
2013,regular,6,AFCA Division II Coaches Poll,19,Chadron State,0
2013,regular,6,AFCA Division II Coaches Poll,20,Carson-Newman,0
2013,regular,6,AFCA Division II Coaches Poll,21,Indianapolis,0
2013,regular,6,AFCA Division II Coaches Poll,22,Tarleton State,0
2013,regular,6,AFCA Division II Coaches Poll,23,Ohio Dominican,0
2013,regular,6,AFCA Division II Coaches Poll,24,Emporia State,0
2013,regular,6,AFCA Division II Coaches Poll,25,Grand Valley State,0
2013,regular,7,AP Top 25,1,Alabama,0
2013,regular,7,AP Top 25,2,Oregon,0
2013,regular,7,AP Top 25,3,Clemson,0
2013,regular,7,AP Top 25,4,Ohio State,0
2013,regular,7,AP Top 25,5,Stanford,0
2013,regular,7,AP Top 25,6,Florida State,0
2013,regular,7,AP Top 25,7,Georgia,0
2013,regular,7,AP Top 25,8,Louisville,0
2013,regular,7,AP Top 25,9,Texas A&M,0
2013,regular,7,AP Top 25,10,LSU,0
2013,regular,7,AP Top 25,11,UCLA,0
2013,regular,7,AP Top 25,12,Oklahoma,0
2013,regular,7,AP Top 25,13,Miami,0
2013,regular,7,AP Top 25,14,South Carolina,0
2013,regular,7,AP Top 25,15,Baylor,0
2013,regular,7,AP Top 25,16,Washington,0
2013,regular,7,AP Top 25,17,Florida,0
2013,regular,7,AP Top 25,18,Michigan,0
2013,regular,7,AP Top 25,19,Northwestern,0
2013,regular,7,AP Top 25,20,Texas Tech,0
2013,regular,7,AP Top 25,21,Fresno State,0
2013,regular,7,AP Top 25,22,Oklahoma State,0
2013,regular,7,AP Top 25,23,Northern Illinois,0
2013,regular,7,AP Top 25,24,Virginia Tech,0
2013,regular,7,AP Top 25,25,Missouri,0
2013,regular,7,Coaches Poll,1,Alabama,1544
2013,regular,7,Coaches Poll,2,Oregon,1486
2013,regular,7,Coaches Poll,3,Ohio State,1379
2013,regular,7,Coaches Poll,4,Clemson,1356
2013,regular,7,Coaches Poll,5,Stanford,1327
2013,regular,7,Coaches Poll,6,Florida State,1188
2013,regular,7,Coaches Poll,7,Georgia,1130
2013,regular,7,Coaches Poll,8,Louisville,1105
2013,regular,7,Coaches Poll,9,Texas A&M,1067
2013,regular,7,Coaches Poll,10,Oklahoma,964
2013,regular,7,Coaches Poll,11,LSU,953
2013,regular,7,Coaches Poll,12,South Carolina,833
2013,regular,7,Coaches Poll,13,UCLA,807
2013,regular,7,Coaches Poll,14,Miami,747
2013,regular,7,Coaches Poll,15,Baylor,698
2013,regular,7,Coaches Poll,16,Michigan,591
2013,regular,7,Coaches Poll,17,Florida,574
2013,regular,7,Coaches Poll,18,Northwestern,393
2013,regular,7,Coaches Poll,19,Washington,366
2013,regular,7,Coaches Poll,20,Oklahoma State,350
2013,regular,7,Coaches Poll,21,Texas Tech,336
2013,regular,7,Coaches Poll,22,Fresno State,325
2013,regular,7,Coaches Poll,23,Northern Illinois,169
2013,regular,7,Coaches Poll,24,Nebraska,125
2013,regular,7,Coaches Poll,25,Virginia Tech,97
2013,regular,7,AFCA Division II Coaches Poll,1,Valdosta State,0
2013,regular,7,AFCA Division II Coaches Poll,2,Minnesota State,0
2013,regular,7,AFCA Division II Coaches Poll,3,Northwest Missouri State,0
2013,regular,7,AFCA Division II Coaches Poll,4,West Texas A&M,0
2013,regular,7,AFCA Division II Coaches Poll,5,Colorado State-Pueblo,0
2013,regular,7,AFCA Division II Coaches Poll,6,Missouri Western,0
2013,regular,7,AFCA Division II Coaches Poll,7,Indiana (PA),0
2013,regular,7,AFCA Division II Coaches Poll,8,Henderson State,0
2013,regular,7,AFCA Division II Coaches Poll,9,Bloomsburg,0
2013,regular,7,AFCA Division II Coaches Poll,10,Pittsburg State,0
2013,regular,7,AFCA Division II Coaches Poll,11,Minnesota-Duluth,0
2013,regular,7,AFCA Division II Coaches Poll,12,Shepherd,0
2013,regular,7,AFCA Division II Coaches Poll,13,UNC Pembroke,0
2013,regular,7,AFCA Division II Coaches Poll,14,West Alabama,0
2013,regular,7,AFCA Division II Coaches Poll,15,Washburn,0
2013,regular,7,AFCA Division II Coaches Poll,16,Winston-Salem,0
2013,regular,7,AFCA Division II Coaches Poll,17,West Chester,0
2013,regular,7,AFCA Division II Coaches Poll,18,Carson-Newman,0
2013,regular,7,AFCA Division II Coaches Poll,19,Chadron State,0
2013,regular,7,AFCA Division II Coaches Poll,20,Ohio Dominican,0
2013,regular,7,AFCA Division II Coaches Poll,21,Indianapolis,0
2013,regular,7,AFCA Division II Coaches Poll,21,Tarleton State,0
2013,regular,7,AFCA Division II Coaches Poll,23,Emporia State,0
